clae6,letra,clae6_desc,clae2_desc,letra_desc
477310,G,Venta al por menor de productos farmacéuticos y de herboristería,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
474020,G,"Venta al por menor de aparatos de telefonía y comunicación (Incluye teléfonos, celulares, fax, etc)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477330,G,"Venta al por menor de instrumental médico y odontológico y artículos ortopédicos (Incluye venta de vaporizadores, nebulizadores, masajeadores, termómetros, prótesis, muletas, plantillas, calzado ortopédico y otros artículos similares de uso personal o doméstico)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477470,G,"Venta al por menor de productos veterinarios, animales domésticos y alimento balanceado para mascotas",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477220,G,"Venta al por menor de calzado, excepto el ortopédico y el deportivo (No incluye almacenes de suelas 464142)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472112,G,Venta al por menor de fiambres y embutidos,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475210,G,"Venta al por menor de aberturas (Incluye puertas, ventanas, cortinas de enrollar de PVC, madera, aluminio, puertas corredizas, frentes de placards, etc.)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477210,G,"Venta al por menor de artículos de talabartería y artículos regionales (Incluye venta de artículos regionales de cuero, plata, alpaca y similares)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477120,G,Venta al por menor de uniformes escolares y guardapolvos,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475430,G,Venta al por menor de artículos de iluminación,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472300,G,Venta al por menor de tabaco en comercios especializados,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477810,G,Venta al por menor de muebles usados,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476320,G,"Venta al por menor de armas, artículos para la caza y pesca",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472140,G,"Venta al por menor de huevos, carne de aves y  productos de granja y de la caza",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
479900,G,"Venta al por menor no realizada en establecimientos  n.c.p. (Incluye venta mediante máquinas expendedoras, vendedores ambulantes y vendedores a domicilio)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475410,G,"Venta al por menor de muebles para el hogar, artículos de mimbre y corcho",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475300,G,"Venta al por menor  de electrodomésticos, artefactos para el hogar y equipos de audio y video",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
473000,G,Venta al por menor de combustible para vehículos automotores y motocicletas (Incluye la venta al por menor de productos lubricantes y refrigerantes),Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477440,G,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero ",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475230,G,Venta al por menor de artículos de ferretería y materiales eléctricos,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477420,G,Venta al por menor de artículos de relojería y joyería,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477450,G,Venta al por menor de materiales y productos de limpieza,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476200,G,Venta al por menor de CD's y DVD's de audio y video grabados (Incluye CD's y DVD's vírgenes),Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476110,G,Venta al por menor de libros,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475290,G,Venta al por menor de materiales de construcción n.c.p.,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477890,G,Venta al por menor de artículos usados n.c.p. excepto+E1155 automotores y motocicletas,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475440,G,"Venta al por menor de artículos de bazar y menaje (Incluye venta al por menor de vajilla, cubiertos, etc.)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475490,G,"Venta al por menor de artículos para el hogar n.c.p. (Incluye perchas, marcos, cuadros, etc.)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475240,G,Venta al por menor de pinturas y productos conexos,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472172,G,"Venta al por menor de bombones, golosinas y demás productos de confitería",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476400,G,"Venta al por menor de juguetes, artículos de cotillón y juegos de mesa",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476120,G,Venta al por menor de diarios y revistas,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475220,G,"Venta al por menor de maderas y artículos de madera  y corcho, excepto muebles",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475190,G,"Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir (Incluye la venta al por menor de tapices, alfombras,  etc.)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475110,G,"Venta al por menor de hilados, tejidos y artículos de mercería (Incluye mercerías, sederías, comercios de venta de lanas y otros hilados, etc.) ",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
474010,G,"Venta al por menor de equipos, periféricos,  accesorios y programas informáticos",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477130,G,Venta al por menor de indumentaria para bebés y niños,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477480,G,Venta al por menor de obras de arte,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472190,G,"Venta al por menor de productos alimenticios n.c.p., en comercios especializados",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471900,G,"Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475270,G,"Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472171,G,Venta al por menor de pan y productos de panadería,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477140,G,Venta al por menor de indumentaria deportiva,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471130,G,"Venta al por menor en minimercados (Incluye mercaditos, autoservicios y establecimientos similares que vendan carnes, verduras y demás productos alimenticios en forma conjunta)",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
471120,G,Venta al por menor en supermercados,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477150,G,Venta al por menor de prendas de cuero,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477190,G,Venta al por menor de prendas y accesorios de vestir n.c.p.,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477840,G,"Venta al por menor de oro, monedas, sellos y similares (Incluye la  venta de monedas de colección, estampillas, etc.) ",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
478090,G,Venta al por menor de productos n.c.p. en puestos móviles y mercados,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477290,G,"Venta al por menor de artículos de marroquinería, paraguas y similares n.c.p.",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
476130,G,"Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería ",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477830,G,Venta al por menor de antigüedades (Incluye venta de antigüedades en remates),Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477230,G,Venta al por menor de calzado deportivo,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477320,G,"Venta al por menor de productos cosméticos, de tocador y de perfumería",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
475260,G,"Venta al por menor de cristales, espejos, mamparas y cerramientos",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
477410,G,Venta al por menor de artículos de óptica y fotografía,Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
472160,G,"Venta al por menor de frutas, legumbres y hortalizas frescas",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
478010,G,"Venta al por menor de alimentos, bebidas y tabaco en puestos móviles y mercados",Comercio al por menor excepto autos y motos,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
492230,H,Servicio de transporte automotor de animales,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
491120,H,Servicio de transporte ferroviario interurbano de pasajeros,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
493200,H,Servicio de transporte por gasoductos (Incluye estaciones de bombeo y compresión),Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492130,H,Servicio de transporte escolar (Incluye el servicio de transporte para colonias de vacaciones y clubes),Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492221,H,Servicio de transporte automotor de cereales,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492280,H,Servicio de transporte automotor urbano de carga n.c.p. (Incluye el transporte realizado por fleteros y distribuidores dentro del égido urbano),Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492229,H,Servicio de transporte automotor de mercaderías a granel n.c.p.,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
491110,H,Servicio de transporte ferroviario urbano y suburbano de pasajeros (Incluye el servicio de subterráneo y de premetro),Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
491200,H,Servicio de transporte ferroviario de cargas,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492150,H,"Servicio de transporte automotor interurbano regular de pasajeros, E1203excepto transporte internacional (Incluye los llamados servicios de larga distancia)",Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492110,H,Servicio de transporte automotor urbano y suburbano regular de pasajeros,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492170,H,Servicio de transporte automotor internacional de pasajeros,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492180,H,Servicio de transporte automotor turístico de pasajeros,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492120,H,"Servicios de transporte automotor de pasajeros mediante taxis y remises, alquiler de autos con chofer (Incluye los radiotaxis)",Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492190,H,Servicio de transporte automotor de pasajeros n.c.p.,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492160,H,Servicio de transporte automotor interurbano no regular de pasajeros,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
493120,H,Servicio de transporte por poliductos y fueloductos,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492290,H,Servicio de transporte automotor de cargas n.c.p. (Incluye  servicios de transporte de carga refrigerada y transporte pesado),Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
493110,H,Servicio de transporte por oleoductos (Incluye estaciones de bombeo y compresión),Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492140,H,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre,  excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar (Incluye servicios urbanos especiales como charters, servicios contratados, servicios para ámbito portuario o aeroportuario, servicio de hipódromos y espectáculos deportivos y culturales)",Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492250,H,Servicio de transporte automotor de mercaderías y sustancias peligrosas,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492210,H,Servicios de mudanza (Incluye servicios de guardamuebles),Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
492240,H,Servicio de transporte por camión cisterna,Transporte terrestre y por tuberías,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
502200,H,Servicio de transporte fluvial y lacustre de carga,Transporte acuático,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
501100,H,Servicio de transporte marítimo de pasajeros,Transporte acuático,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
501200,H,Servicio de transporte marítimo de carga,Transporte acuático,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
502101,H,Servicio de transporte fluvial y lacustre de pasajeros,Transporte acuático,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
512000,H,Servicio de transporte aéreo de cargas,Transporte aéreo,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
511000,H,Servicio de transporte aéreo de pasajeros,Transporte aéreo,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523032,H,Servicios de operadores logísticos seguros (OLS) en el ámbito aduanero,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
521030,H,Servicios de manipulación de carga en el ámbito aéreo,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524110,H,"Servicios de explotación de infraestructura para el transporte terrestre, peajes y otros derechos",Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524230,H,"Servicios para la navegación (Incluye servicios de practicaje y pilotaje, atraque y salvamento)",Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524290,H,Servicios complementarios para el transporte marítimo n.c.p. (Incluye explotación de servicios de terminales como puertos y muelles),Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523039,H,Servicios de operadores logísticos n.c.p.,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522020,H,Servicios de almacenamiento y depósito en cámaras frigoríficas,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523020,H,Servicios de agencias marítimas para el transporte de mercaderías,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522010,H,Servicios de almacenamiento y depósito en silos,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
521010,H,Servicios de manipulación de carga en el ámbito terrestre,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524120,H,Servicios  de playas de estacionamiento y garajes,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523031,H,Servicios de gestión de agentes de transporte aduanero excepto agencias marítimas,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524330,H,"Servicios para la aeronavegación (Incluye remolque de aeronaves y actividades de control de tráfico aéreo, etc.)",Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522092,H,Servicios de gestión de depósitos fiscales,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523011,H,Servicios de gestión aduanera realizados por despachantes de aduana,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524190,H,Servicios complementarios para el transporte terrestre n.c.p. (Incluye servicios de mantenimiento de material ferroviario),Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524220,H,Servicios de guarderías náuticas,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
521020,H,Servicios de manipulación de carga en el ámbito portuario,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522091,H,Servicios de usuarios directos de zona franca,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523090,H,"Servicios de gestión y logística para el transporte de mercaderías n.c.p. (Incluye las actividades de empresas empaquetadoras para comercio exterior, alquiler de contenedores, etc.)",Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524210,H,"Servicios de explotación de infraestructura para el transporte marítimo, derechos de puerto",Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524130,H,Servicios de estaciones terminales de ómnibus y ferroviárias,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524320,H,Servicios de hangares y estacionamiento de aeronaves,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524390,H,Servicios complementarios para el transporte aéreo n.c.p. (Incluye servicios de prevención y extinción de incendios),Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
524310,H,"Servicios de explotación de infraestructura para el transporte aéreo, derechos de aeropuerto",Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
522099,H,Servicios de almacenamiento y depósito n.c.p.,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
523019,H,Servicios de gestión aduanera para el transporte de mercaderías n.c.p.,Almacenamiento y actividades de apoyo al transporte,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
530010,H,Servicio de correo postal (Incluye las actividades de correo postal sujetas a la obligación de servicio universal),Servicio de correo y mensajería,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
530090,H,"Servicios de mensajerías (Incluye servicios puerta a puerta de correo y mensajería, comisionistas de encomiendas, transporte de documentos  realizados por empresas no sujetas a la obligación de servicio universal)",Servicio de correo y mensajería,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO
551023,I,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público",Servicios de alojamiento,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551022,I,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público",Servicios de alojamiento,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551021,I,Servicios de alojamiento en pensiones,Servicios de alojamiento,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551090,I,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)",Servicios de alojamiento,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
551010,I,Servicios de alojamiento por hora,Servicios de alojamiento,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
552000,I,Servicios de alojamiento en campings (Incluye refugios de montaña),Servicios de alojamiento,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
562091,I,Servicios de cantinas con atención exclusiva  a los empleados o estudiantes dentro de empresas o establecimientos educativos (Incluye cantinas deportivas),Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561014,I,"Servicios de expendio de bebidas en bares (Incluye: bares, cervecerías, pubs, cafeterías)",Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561020,I,"Servicios de preparación de comidas para llevar (Incluye rotiserías, casas de empanadas, pizzerías sin consumo en el local) ",Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561011,I,Servicios de restaurantes y cantinas sin espectáculo,Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
562099,I,Servicios de comidas n.c.p.,Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561040,I,Servicios de preparación de comidas realizadas por/para vendedores ambulantes.,Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561030,I,Servicio de expendio de helados,Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561013,I,"Servicios de """"fast food"""" y locales de venta de comidas y bebidas al paso (Incluye el expendio de hamburguesas, productos lácteos excepto helados, etc.) ",Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561019,I,Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.,Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
561012,I,Servicios de restaurantes y cantinas con espectáculo,Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
562010,I,"Servicios de preparación de comidas para empresas y eventos (Incluye el servicio de catering, el suministro de comidas para banquetes, bodas, fiestas y otras celebraciones, comidas para hospital, etc.) ",Servicios de expendio de alimentos y bebidas,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA
581300,J,"Edición de periódicos, revistas y publicaciones periódicas",Edición,INFORMACIÓN Y COMUNICACIONES
581200,J,Edición de directorios y listas de correos,Edición,INFORMACIÓN Y COMUNICACIONES
581900,J,Edición n.c.p.,Edición,INFORMACIÓN Y COMUNICACIONES
581100,J,"Edición de libros, folletos, y otras publicaciones",Edición,INFORMACIÓN Y COMUNICACIONES
591200,J,Distribución de filmes y videocintas,Servicios audiovisuales,INFORMACIÓN Y COMUNICACIONES
592000,J,Servicios de grabación de sonido y edición de música,Servicios audiovisuales,INFORMACIÓN Y COMUNICACIONES
591120,J,Postproducción de filmes y videocintas,Servicios audiovisuales,INFORMACIÓN Y COMUNICACIONES
