Cueanexo,provincia,Departamento,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET
020053602,CABA,COMUNA 1,0,1,0,0,0,0,0
020053700,CABA,COMUNA 3,0,0,0,0,0,0,0
020053800,CABA,COMUNA 1,0,0,0,0,0,0,0
020053900,CABA,COMUNA 5,0,0,0,0,0,1,1
020054000,CABA,COMUNA 4,0,0,1,0,0,0,0
020054100,CABA,COMUNA 4,0,1,1,1,0,0,0
020054200,CABA,COMUNA 4,1,1,0,0,0,0,0
020054300,CABA,COMUNA 1,0,0,0,1,0,0,0
020054400,CABA,COMUNA 15,0,0,1,0,0,0,0
020054500,CABA,COMUNA 15,1,1,1,0,0,0,0
020054600,CABA,COMUNA 15,0,0,1,0,0,0,0
020054700,CABA,COMUNA 14,0,0,0,0,0,0,0
020054900,CABA,COMUNA 4,0,0,0,0,0,0,0
020055100,CABA,COMUNA 5,0,0,0,0,0,0,0
020055300,CABA,COMUNA 14,0,0,0,0,0,0,0
020055400,CABA,COMUNA 10,0,1,0,0,0,0,0
020055401,CABA,COMUNA 10,0,1,0,0,0,0,0
020055402,CABA,COMUNA 10,0,1,0,0,0,0,0
020055403,CABA,COMUNA 9,0,1,0,0,0,0,0
020055404,CABA,COMUNA 9,0,1,0,0,0,0,0
020055500,CABA,COMUNA 3,0,0,0,1,0,0,0
020055600,CABA,COMUNA 9,0,0,1,0,0,0,0
020055700,CABA,COMUNA 10,0,0,1,0,0,0,0
020055800,CABA,COMUNA 13,0,0,1,0,0,0,0
020055900,CABA,COMUNA 13,1,1,0,0,0,0,0
020056000,CABA,COMUNA 12,0,1,1,1,0,0,0
020056100,CABA,COMUNA 1,1,1,1,1,0,0,0
020056200,CABA,COMUNA 1,0,1,1,1,0,0,0
020056300,CABA,COMUNA 3,0,0,0,1,0,0,0
020056400,CABA,COMUNA 1,0,0,0,0,0,1,1
020056500,CABA,COMUNA 1,0,1,1,1,0,0,0
020056600,CABA,COMUNA 4,0,0,1,0,0,0,0
020056700,CABA,COMUNA 7,0,0,1,0,0,0,0
020056800,CABA,COMUNA 1,0,0,0,1,1,0,0
020057000,CABA,COMUNA 8,0,0,1,0,0,0,0
020057100,CABA,COMUNA 8,0,1,1,1,0,0,0
020057200,CABA,COMUNA 2,0,1,1,1,0,0,0
020057500,CABA,COMUNA 15,1,1,1,0,0,0,0
020057800,CABA,COMUNA 3,0,0,1,0,0,0,0
020057900,CABA,COMUNA 3,1,1,1,1,0,0,0
020058000,CABA,COMUNA 3,0,1,0,0,0,0,0
020058001,CABA,COMUNA 3,0,1,0,0,0,0,0
020058100,CABA,COMUNA 15,0,0,1,0,0,0,0
020058200,CABA,COMUNA 15,0,0,1,0,0,0,0
020058300,CABA,COMUNA 1,0,0,0,1,1,0,0
020058400,CABA,COMUNA 1,0,0,1,1,0,1,0
020058401,CABA,COMUNA 4,0,0,0,0,0,1,0
020058500,CABA,COMUNA 13,1,1,1,0,0,0,0
020058800,CABA,COMUNA 13,1,1,1,1,0,0,0
020058900,CABA,COMUNA 4,0,0,1,0,0,0,0
020059200,CABA,COMUNA 13,0,0,1,0,0,0,0
020059300,CABA,COMUNA 15,0,0,1,0,0,0,0
020059400,CABA,COMUNA 12,1,1,1,1,0,0,0
020059500,CABA,COMUNA 4,0,1,0,0,0,0,0
020059600,CABA,COMUNA 4,0,0,1,0,0,0,0
020059800,CABA,COMUNA 15,0,0,1,0,0,0,0
020059900,CABA,COMUNA 12,0,0,1,0,0,0,0
020060000,CABA,COMUNA 4,0,1,1,1,0,0,0
020060100,CABA,COMUNA 4,0,0,1,0,0,0,0
020060200,CABA,COMUNA 2,0,0,0,1,0,0,0
020060300,CABA,COMUNA 3,0,0,0,0,0,1,1
020060500,CABA,COMUNA 3,1,1,1,1,0,0,0
020060600,CABA,COMUNA 4,0,1,0,0,0,0,0
020060700,CABA,COMUNA 1,0,0,1,0,0,0,0
020061100,CABA,COMUNA 7,0,0,0,1,0,0,0
020061200,CABA,COMUNA 7,0,0,0,1,1,0,0
020061300,CABA,COMUNA 7,1,1,1,1,0,0,0
020061400,CABA,COMUNA 12,1,1,1,0,0,0,0
020061500,CABA,COMUNA 15,0,0,1,0,0,0,0
020061600,CABA,COMUNA 7,1,1,1,1,0,0,0
020061700,CABA,COMUNA 1,0,1,0,0,0,0,0
020061701,CABA,COMUNA 1,0,1,0,0,0,0,0
020061703,CABA,COMUNA 4,0,1,0,0,0,0,0
020061704,CABA,COMUNA 4,0,1,0,0,0,0,0
020061800,CABA,COMUNA 11,0,0,1,0,0,0,0
020061900,CABA,COMUNA 12,0,0,1,0,0,0,0
020062000,CABA,COMUNA 4,0,1,1,1,0,0,0
020062100,CABA,COMUNA 4,0,1,0,0,0,0,0
020062200,CABA,COMUNA 13,0,0,0,1,1,0,0
020062300,CABA,COMUNA 4,0,0,0,1,0,0,0
020062400,CABA,COMUNA 13,1,1,1,1,0,0,0
020062600,CABA,COMUNA 4,0,0,0,0,0,0,0
020062800,CABA,COMUNA 1,0,0,0,1,0,0,0
020062900,CABA,COMUNA 1,0,0,1,0,0,0,0
020063000,CABA,COMUNA 1,1,1,0,0,0,0,0
020063100,CABA,COMUNA 1,0,0,1,0,0,0,0
020063200,CABA,COMUNA 1,0,1,1,0,0,0,0
020063300,CABA,COMUNA 1,0,1,1,1,0,0,0
020063500,CABA,COMUNA 3,0,0,1,0,0,0,0
020063700,CABA,COMUNA 8,0,0,0,1,0,0,0
020063800,CABA,COMUNA 8,0,0,1,0,0,0,0
020063900,CABA,COMUNA 8,1,1,0,0,0,0,0
020064100,CABA,COMUNA 8,0,1,1,1,0,1,0
020064200,CABA,COMUNA 2,1,1,1,0,0,0,0
020064300,CABA,COMUNA 3,0,0,0,1,0,0,0
020064400,CABA,COMUNA 3,0,0,1,0,0,0,0
020064500,CABA,COMUNA 2,0,0,1,0,0,0,0
020064600,CABA,COMUNA 14,0,0,1,0,0,0,0
020064700,CABA,COMUNA 14,1,1,0,0,0,0,0
020064800,CABA,COMUNA 2,0,0,1,0,0,0,0
020064900,CABA,COMUNA 8,0,0,0,1,0,0,0
020065000,CABA,COMUNA 1,0,0,1,1,0,0,0
020065100,CABA,COMUNA 5,0,0,0,0,0,0,0
020065200,CABA,COMUNA 3,0,0,0,1,0,0,0
020065300,CABA,COMUNA 15,1,1,1,1,0,0,0
020065400,CABA,COMUNA 4,0,0,1,0,0,0,0
020065500,CABA,COMUNA 5,0,1,1,1,0,0,0
020065600,CABA,COMUNA 5,0,0,1,0,0,0,0
020065800,CABA,COMUNA 5,0,1,1,1,0,0,0
020065900,CABA,COMUNA 3,0,0,1,0,0,0,0
020066000,CABA,COMUNA 5,0,0,1,0,0,0,0
020066100,CABA,COMUNA 5,0,0,1,0,0,0,0
020066200,CABA,COMUNA 10,0,0,1,0,0,0,0
020066300,CABA,COMUNA 9,1,1,1,1,0,1,0
020066400,CABA,COMUNA 10,0,1,1,1,0,0,0
020066600,CABA,COMUNA 8,0,1,0,0,0,0,0
020066700,CABA,COMUNA 8,0,0,1,0,0,0,0
020066800,CABA,COMUNA 8,1,1,1,1,0,0,0
020066900,CABA,COMUNA 8,0,0,1,0,0,0,0
020067000,CABA,COMUNA 2,0,1,1,0,0,0,0
020067200,CABA,COMUNA 8,1,1,1,1,0,0,0
020067300,CABA,COMUNA 2,1,1,1,1,0,0,0
020067400,CABA,COMUNA 12,1,1,1,1,0,0,0
020067500,CABA,COMUNA 2,0,1,1,1,0,0,0
020067600,CABA,COMUNA 4,0,1,1,1,0,0,0
020067700,CABA,COMUNA 10,0,1,1,1,0,0,0
020067800,CABA,COMUNA 10,0,0,1,0,0,0,0
020068000,CABA,COMUNA 10,0,0,0,1,0,0,0
020068100,CABA,COMUNA 10,0,0,1,0,0,0,0
020068300,CABA,COMUNA 10,1,1,1,1,0,0,0
020068400,CABA,COMUNA 10,1,1,1,1,0,0,0
020068500,CABA,COMUNA 5,1,1,1,1,0,0,0
020068600,CABA,COMUNA 15,1,1,1,1,0,0,0
020068700,CABA,COMUNA 15,0,0,1,0,0,0,0
020068900,CABA,COMUNA 15,0,0,1,0,0,0,0
020069000,CABA,COMUNA 3,1,1,1,1,0,1,0
020069100,CABA,COMUNA 3,0,1,1,1,0,0,0
020069200,CABA,COMUNA 3,0,0,0,0,0,1,0
020069400,CABA,COMUNA 10,0,0,1,0,0,0,0
020069500,CABA,COMUNA 10,0,1,0,0,0,0,0
020069502,CABA,COMUNA 10,1,1,0,0,0,0,0
020069504,CABA,COMUNA 10,0,1,0,0,0,0,0
020069600,CABA,COMUNA 2,1,1,1,1,0,1,0
020069700,CABA,COMUNA 10,0,0,0,0,0,0,0
020069800,CABA,COMUNA 8,0,0,0,0,0,0,0
020069900,CABA,COMUNA 2,1,1,1,1,0,0,0
020070000,CABA,COMUNA 2,1,1,1,1,0,0,0
020070100,CABA,COMUNA 8,0,0,1,0,0,0,0
020070200,CABA,COMUNA 4,0,1,0,0,0,0,0
020070300,CABA,COMUNA 8,1,1,0,0,0,0,0
020070400,CABA,COMUNA 1,0,0,0,0,0,1,1
020070500,CABA,COMUNA 8,0,0,1,0,0,0,0
020070600,CABA,COMUNA 12,0,1,0,0,0,0,0
020070601,CABA,COMUNA 12,0,1,0,0,0,0,0
020070602,CABA,COMUNA 12,0,1,0,0,0,0,0
020070603,CABA,COMUNA 12,0,1,0,0,0,0,0
020070700,CABA,COMUNA 12,0,0,1,0,0,0,0
020070800,CABA,COMUNA 14,1,1,1,1,0,1,0
020070900,CABA,COMUNA 14,0,1,0,0,0,0,0
020071000,CABA,COMUNA 14,0,0,1,0,0,0,0
020071100,CABA,COMUNA 8,0,0,1,0,0,0,0
020071300,CABA,COMUNA 2,0,1,0,0,0,0,0
020071302,CABA,COMUNA 2,0,1,0,0,0,0,0
020071303,CABA,COMUNA 2,0,1,0,0,0,0,0
020071400,CABA,COMUNA 14,0,0,1,0,0,0,0
020071500,CABA,COMUNA 2,0,0,0,0,0,1,0
020071600,CABA,COMUNA 14,1,1,1,1,0,0,0
020071700,CABA,COMUNA 14,1,1,1,1,0,1,0
020071800,CABA,COMUNA 14,1,1,1,1,0,0,0
020072000,CABA,COMUNA 3,0,0,0,0,0,1,0
020072100,CABA,COMUNA 2,1,1,1,1,0,0,0
020072200,CABA,COMUNA 10,0,0,0,0,0,0,0
020072300,CABA,COMUNA 10,1,1,1,1,0,0,0
020072400,CABA,COMUNA 12,0,0,0,1,1,0,0
020072600,CABA,COMUNA 12,0,0,1,0,0,0,0
020072700,CABA,COMUNA 15,0,0,1,0,0,0,0
020072800,CABA,COMUNA 15,1,1,1,1,0,0,0
020072900,CABA,COMUNA 14,1,1,1,1,0,0,0
020073000,CABA,COMUNA 14,0,0,1,0,0,0,0
020073100,CABA,COMUNA 14,0,0,1,0,0,0,0
020073200,CABA,COMUNA 15,0,0,0,1,0,0,0
020073300,CABA,COMUNA 14,1,1,1,1,0,0,0
020073500,CABA,COMUNA 15,0,0,1,0,0,0,0
020073600,CABA,COMUNA 8,1,1,1,0,0,0,0
020073700,CABA,COMUNA 9,0,1,0,0,0,0,0
020073701,CABA,COMUNA 9,0,1,0,0,0,0,0
020073702,CABA,COMUNA 9,0,1,0,0,0,0,0
020073703,CABA,COMUNA 9,0,1,0,0,0,0,0
020073800,CABA,COMUNA 9,1,1,1,1,0,1,0
020073900,CABA,COMUNA 14,1,1,1,1,0,0,0
020074000,CABA,COMUNA 14,1,1,1,1,0,0,0
020074100,CABA,COMUNA 3,1,1,1,0,0,0,0
020074200,CABA,COMUNA 3,0,0,0,0,0,1,1
020074300,CABA,COMUNA 14,0,0,1,0,0,0,0
020074400,CABA,COMUNA 2,0,0,0,1,0,0,0
020074500,CABA,COMUNA 10,0,0,1,0,0,0,0
020074600,CABA,COMUNA 10,0,0,0,1,1,0,0
020074700,CABA,COMUNA 2,0,1,1,1,0,0,0
020074800,CABA,COMUNA 1,1,1,1,1,0,0,0
020074900,CABA,COMUNA 1,0,1,1,1,0,0,0
020075000,CABA,COMUNA 10,0,0,0,0,0,0,0
020075100,CABA,COMUNA 10,0,0,1,0,0,0,0
020075200,CABA,COMUNA 1,0,0,0,0,0,0,0
020075300,CABA,COMUNA 6,1,1,1,1,0,1,0
020075500,CABA,COMUNA 6,0,0,0,1,0,0,0
020075600,CABA,COMUNA 6,0,0,0,1,0,0,0
020075700,CABA,COMUNA 12,0,1,0,0,0,0,0
020075800,CABA,COMUNA 15,0,0,1,0,0,0,0
020076000,CABA,COMUNA 9,0,0,1,0,0,0,0
020076100,CABA,COMUNA 10,0,0,1,0,0,0,0
020076200,CABA,COMUNA 9,0,0,1,0,0,0,0
020076300,CABA,COMUNA 9,0,0,1,0,0,0,0
020076500,CABA,COMUNA 6,0,0,1,0,0,0,0
020076600,CABA,COMUNA 5,0,1,1,0,0,0,0
020076700,CABA,COMUNA 6,1,1,1,1,0,0,0
020076800,CABA,COMUNA 1,0,1,1,1,0,1,0
020076900,CABA,COMUNA 1,0,1,1,0,0,0,0
020077000,CABA,COMUNA 4,0,0,0,1,0,0,0
020077100,CABA,COMUNA 1,0,0,0,0,0,0,0
020077200,CABA,COMUNA 4,0,0,1,0,0,0,0
020077400,CABA,COMUNA 10,0,0,1,0,0,0,0
020077500,CABA,COMUNA 10,0,0,1,0,0,0,0
020077600,CABA,COMUNA 10,1,1,1,1,0,0,0
020077800,CABA,COMUNA 10,0,0,1,0,0,0,0
020077900,CABA,COMUNA 7,0,0,0,1,0,0,0
020078000,CABA,COMUNA 9,0,0,1,0,0,0,0
020078100,CABA,COMUNA 10,0,1,1,1,0,0,0
020078300,CABA,COMUNA 12,0,1,1,1,0,0,0
020078400,CABA,COMUNA 12,0,0,1,0,0,0,0
020078500,CABA,COMUNA 12,1,1,1,1,0,0,0
020078600,CABA,COMUNA 7,0,0,1,0,0,0,0
020078700,CABA,COMUNA 14,0,0,0,0,0,0,0
020078900,CABA,COMUNA 1,0,1,1,0,0,0,0
020079000,CABA,COMUNA 1,0,1,0,0,0,0,0
020079100,CABA,COMUNA 1,0,0,1,0,0,0,0
020079300,CABA,COMUNA 4,0,0,0,0,0,0,0
020079400,CABA,COMUNA 1,0,0,1,0,0,0,0
020079500,CABA,COMUNA 1,0,0,0,0,0,1,0
020079700,CABA,COMUNA 10,1,1,0,0,0,0,0
020079900,CABA,COMUNA 13,0,0,1,0,0,0,0
020080000,CABA,COMUNA 14,1,1,0,0,0,0,0
020080001,CABA,COMUNA 13,0,1,0,0,0,0,0
020080002,CABA,COMUNA 14,0,1,0,0,0,0,0
020080300,CABA,COMUNA 14,0,1,0,0,0,0,0
020080500,CABA,COMUNA 13,0,0,1,0,0,0,0
020080800,CABA,COMUNA 14,0,0,0,1,1,0,0
020080900,CABA,COMUNA 14,0,0,1,0,0,0,0
020081000,CABA,COMUNA 14,1,1,0,0,0,0,0
020081100,CABA,COMUNA 14,0,0,1,0,0,0,0
020081300,CABA,COMUNA 14,0,0,1,0,0,0,0
020081400,CABA,COMUNA 14,0,0,1,0,0,0,0
020081600,CABA,COMUNA 3,1,1,0,0,0,0,0
020081800,CABA,COMUNA 3,0,0,1,0,0,0,0
020082000,CABA,COMUNA 7,0,0,1,0,0,0,0
020082200,CABA,COMUNA 12,1,1,1,1,0,0,0
020082300,CABA,COMUNA 12,1,1,1,1,0,0,0
020082400,CABA,COMUNA 12,0,0,1,0,0,0,0
020082500,CABA,COMUNA 12,0,0,0,1,0,0,0
020082600,CABA,COMUNA 12,0,0,1,0,0,0,0
020082800,CABA,COMUNA 6,1,1,1,1,0,0,0
020082900,CABA,COMUNA 7,0,0,1,0,0,0,0
020083000,CABA,COMUNA 7,0,0,1,0,0,0,0
020083100,CABA,COMUNA 7,0,0,1,0,0,0,0
020083200,CABA,COMUNA 7,0,1,1,0,0,0,0
020083300,CABA,COMUNA 7,0,1,1,1,0,0,0
020083400,CABA,COMUNA 7,1,1,1,1,0,0,0
020083500,CABA,COMUNA 14,0,0,0,1,0,0,0
020083800,CABA,COMUNA 4,0,0,0,1,1,0,0
020083900,CABA,COMUNA 3,0,0,0,1,0,0,0
020084000,CABA,COMUNA 3,0,0,0,1,1,0,0
020084300,CABA,COMUNA 4,0,0,0,1,1,0,0
020084500,CABA,COMUNA 12,1,1,1,1,0,0,0
020084600,CABA,COMUNA 7,0,0,1,0,0,0,0
020084800,CABA,COMUNA 7,0,1,0,0,0,0,0
020084801,CABA,COMUNA 11,0,1,0,0,0,0,0
020084802,CABA,COMUNA 11,0,1,0,0,0,0,0
020084803,CABA,COMUNA 11,0,1,0,0,0,0,0
020084804,CABA,COMUNA 7,0,1,0,0,0,0,0
020084900,CABA,COMUNA 11,0,0,0,1,0,0,0
020085000,CABA,COMUNA 11,0,0,1,0,0,0,0
020085100,CABA,COMUNA 11,0,0,0,0,0,0,0
020085200,CABA,COMUNA 5,0,0,0,0,0,1,1
020085400,CABA,COMUNA 5,0,0,0,0,0,1,0
020085500,CABA,COMUNA 5,1,1,1,1,0,0,0
020085600,CABA,COMUNA 11,1,1,1,0,0,0,0
020085800,CABA,COMUNA 11,0,0,0,0,0,0,0
020085900,CABA,COMUNA 11,0,0,0,1,0,0,0
020086000,CABA,COMUNA 11,1,1,1,1,0,0,0
020086200,CABA,COMUNA 11,0,0,1,1,0,0,0
020086400,CABA,COMUNA 3,0,0,1,0,0,0,0
020086500,CABA,COMUNA 3,0,0,0,1,1,0,0
020086600,CABA,COMUNA 3,0,1,1,1,0,1,0
020086700,CABA,COMUNA 1,0,0,0,1,0,1,1
020086800,CABA,COMUNA 2,1,1,1,1,0,0,0
020086900,CABA,COMUNA 1,0,0,1,0,0,0,0
020087000,CABA,COMUNA 1,0,0,0,0,0,1,1
020087100,CABA,COMUNA 6,0,0,0,1,0,0,0
020087200,CABA,COMUNA 6,1,1,0,0,0,0,0
020087201,CABA,COMUNA 6,0,1,0,0,0,0,0
020087202,CABA,COMUNA 5,0,1,0,0,0,0,0
020087300,CABA,COMUNA 6,0,1,1,1,0,0,0
020087400,CABA,COMUNA 15,0,0,1,0,0,0,0
020087500,CABA,COMUNA 8,0,1,1,1,0,0,0
020087600,CABA,COMUNA 6,0,0,0,1,1,0,0
020087700,CABA,COMUNA 6,0,0,1,0,0,0,0
020087800,CABA,COMUNA 11,0,0,1,0,0,0,0
020087900,CABA,COMUNA 5,0,1,0,0,0,0,0
020087902,CABA,COMUNA 15,0,1,0,0,0,0,0
020087903,CABA,COMUNA 6,1,1,0,0,0,0,0
020088000,CABA,COMUNA 6,0,0,1,0,0,0,0
020088100,CABA,COMUNA 15,0,0,1,0,0,0,0
020088200,CABA,COMUNA 6,0,0,1,0,0,0,0
020088300,CABA,COMUNA 6,0,0,0,1,0,0,0
020088400,CABA,COMUNA 7,0,0,1,0,0,0,0
020088500,CABA,COMUNA 6,1,1,1,1,0,0,0
020088600,CABA,COMUNA 6,0,1,1,1,0,0,0
020088700,CABA,COMUNA 15,0,0,1,0,0,0,0
020088800,CABA,COMUNA 3,0,0,1,0,0,0,0
020088900,CABA,COMUNA 5,1,1,0,0,0,0,0
020089000,CABA,COMUNA 3,0,0,0,0,0,1,1
020089100,CABA,COMUNA 10,1,1,1,0,0,0,0
020089200,CABA,COMUNA 11,0,0,1,0,0,0,0
020089300,CABA,COMUNA 11,0,0,1,0,0,0,0
020089400,CABA,COMUNA 10,0,0,1,0,0,0,0
020089500,CABA,COMUNA 11,0,0,1,0,0,1,0
020089501,CABA,COMUNA 11,1,1,0,0,0,0,0
020089502,CABA,COMUNA 11,0,0,0,1,0,0,0
020089600,CABA,COMUNA 12,0,0,1,0,0,0,0
020089700,CABA,COMUNA 12,1,1,1,1,0,0,0
020089800,CABA,COMUNA 11,0,0,1,0,0,0,0
020089900,CABA,COMUNA 11,1,1,1,1,0,0,0
020090100,CABA,COMUNA 5,1,1,0,0,0,0,0
020090200,CABA,COMUNA 5,0,0,1,0,0,0,0
020090300,CABA,COMUNA 11,0,0,0,1,1,0,0
020090400,CABA,COMUNA 11,1,1,1,1,0,0,0
020090500,CABA,COMUNA 11,0,0,0,0,0,0,0
020090600,CABA,COMUNA 7,0,0,1,0,0,0,0
020090700,CABA,COMUNA 7,0,0,1,0,0,0,0
020090900,CABA,COMUNA 7,1,1,0,0,0,0,0
020091000,CABA,COMUNA 6,0,1,1,1,0,0,0
020091100,CABA,COMUNA 9,0,0,0,1,1,0,0
020091200,CABA,COMUNA 14,0,1,1,1,0,0,0
020091400,CABA,COMUNA 3,1,1,1,0,0,0,0
020091600,CABA,COMUNA 14,1,1,1,0,0,0,0
020091800,CABA,COMUNA 14,1,1,1,1,0,0,0
020092000,CABA,COMUNA 2,0,0,0,1,0,0,0
020092100,CABA,COMUNA 2,0,1,1,0,0,0,0
020092200,CABA,COMUNA 2,1,1,1,1,0,0,0
020092500,CABA,COMUNA 6,0,1,1,1,0,0,0
020092600,CABA,COMUNA 14,1,1,1,1,0,0,0
020092700,CABA,COMUNA 9,0,0,1,0,0,0,0
020092800,CABA,COMUNA 9,0,0,1,0,0,0,0
020092900,CABA,COMUNA 9,0,0,1,0,0,0,0
020093000,CABA,COMUNA 9,0,0,0,1,0,0,0
020093001,CABA,COMUNA 9,0,0,0,1,0,0,0
020093100,CABA,COMUNA 9,0,1,0,0,0,0,0
020093101,CABA,COMUNA 9,0,1,0,0,0,0,0
020093102,CABA,COMUNA 9,0,1,0,0,0,0,0
020093103,CABA,COMUNA 10,0,1,0,0,0,0,0
020093104,CABA,COMUNA 9,0,1,0,0,0,0,0
020093105,CABA,COMUNA 9,0,1,0,0,0,0,0
020093200,CABA,COMUNA 9,0,0,1,0,0,0,0
020093300,CABA,COMUNA 10,0,0,1,0,0,0,0
020093400,CABA,COMUNA 9,0,0,1,0,0,0,0
020093500,CABA,COMUNA 9,0,0,1,0,0,0,0
020093600,CABA,COMUNA 11,0,0,1,0,0,0,0
020093700,CABA,COMUNA 11,0,0,0,0,0,0,0
020093800,CABA,COMUNA 9,0,0,1,0,0,0,0
020093900,CABA,COMUNA 11,0,0,0,1,1,0,0
020094000,CABA,COMUNA 5,0,1,1,0,0,0,0
020094100,CABA,COMUNA 9,0,0,1,0,0,0,0
020094200,CABA,COMUNA 9,0,0,0,1,0,0,0
020094300,CABA,COMUNA 9,1,1,1,1,0,0,0
020094400,CABA,COMUNA 9,0,0,0,1,0,0,0
020094500,CABA,COMUNA 9,0,1,1,1,0,0,0
020094700,CABA,COMUNA 9,0,0,1,0,0,0,0
020094800,CABA,COMUNA 9,1,1,1,0,0,0,0
020094900,CABA,COMUNA 14,1,1,1,1,0,0,0
020095000,CABA,COMUNA 14,0,0,0,1,0,0,0
020095100,CABA,COMUNA 14,1,1,1,1,0,0,0
020095200,CABA,COMUNA 14,0,0,0,0,0,0,0
020095300,CABA,COMUNA 13,0,1,0,0,0,0,0
020095400,CABA,COMUNA 14,0,1,0,0,0,0,0
020095401,CABA,COMUNA 15,0,1,0,0,0,0,0
020095402,CABA,COMUNA 15,0,1,0,0,0,0,0
020095500,CABA,COMUNA 3,0,1,1,1,0,0,0
020095600,CABA,COMUNA 3,1,1,1,1,0,0,0
020095700,CABA,COMUNA 2,0,0,0,1,0,0,0
020095800,CABA,COMUNA 3,0,0,0,1,0,0,0
020095900,CABA,COMUNA 7,0,1,1,1,0,0,0
020096000,CABA,COMUNA 10,1,1,1,1,0,0,0
020096100,CABA,COMUNA 10,0,0,1,0,0,0,0
020096200,CABA,COMUNA 7,1,1,1,0,0,0,0
020096300,CABA,COMUNA 1,0,0,0,0,0,0,0
020096301,CABA,COMUNA 9,0,0,0,0,0,0,0
020096302,CABA,COMUNA 7,0,0,0,0,0,0,0
020096500,CABA,COMUNA 1,0,0,0,0,0,0,0
020096600,CABA,COMUNA 11,1,1,1,1,0,0,0
020096700,CABA,COMUNA 11,1,1,1,1,0,0,0
020096800,CABA,COMUNA 11,1,1,1,1,0,0,0
020096900,CABA,COMUNA 15,0,0,0,0,0,1,1
020097000,CABA,COMUNA 11,0,0,1,0,0,0,0
020097100,CABA,COMUNA 11,0,0,1,0,0,0,0
020097200,CABA,COMUNA 5,0,0,1,0,0,0,0
020097300,CABA,COMUNA 5,0,0,0,1,0,0,0
020097400,CABA,COMUNA 5,0,1,1,1,0,1,0
020097500,CABA,COMUNA 5,0,1,0,0,0,0,0
020097501,CABA,COMUNA 5,0,1,0,0,0,0,0
020097502,CABA,COMUNA 5,0,1,0,0,0,0,0
020097503,CABA,COMUNA 5,0,1,0,0,0,0,0
020097600,CABA,COMUNA 14,1,1,1,1,0,0,0
020097700,CABA,COMUNA 14,1,1,1,1,0,0,0
020097800,CABA,COMUNA 14,1,1,1,1,0,0,0
020097900,CABA,COMUNA 14,0,0,1,0,0,0,0
020098200,CABA,COMUNA 14,0,0,1,0,0,0,0
020098300,CABA,COMUNA 11,1,1,1,1,0,0,0
020098400,CABA,COMUNA 12,0,0,1,0,0,0,0
020098500,CABA,COMUNA 12,0,0,0,1,0,0,0
020098600,CABA,COMUNA 12,0,0,0,1,0,0,0
020098700,CABA,COMUNA 12,0,0,1,0,0,0,0
020098800,CABA,COMUNA 12,0,1,0,0,0,0,0
020098900,CABA,COMUNA 12,0,1,1,0,0,0,0
020099000,CABA,COMUNA 12,1,1,1,1,0,0,0
020099100,CABA,COMUNA 15,0,0,1,0,0,0,0
020099200,CABA,COMUNA 12,1,1,0,0,0,0,0
020099300,CABA,COMUNA 12,0,0,0,0,0,0,0
020099400,CABA,COMUNA 12,0,0,1,0,0,0,0
020099600,CABA,COMUNA 12,0,0,1,0,0,0,0
020099700,CABA,COMUNA 5,1,1,1,1,0,1,0
020099800,CABA,COMUNA 5,1,1,1,1,0,0,0
020099900,CABA,COMUNA 13,1,1,1,1,0,0,0
020100000,CABA,COMUNA 14,0,0,1,0,0,0,0
020100100,CABA,COMUNA 14,1,1,0,0,0,0,0
020100400,CABA,COMUNA 11,1,1,1,1,0,0,0
020100500,CABA,COMUNA 11,0,0,1,0,0,0,0
020100600,CABA,COMUNA 11,0,0,0,0,0,0,0
020100700,CABA,COMUNA 7,0,0,1,0,0,0,0
020100800,CABA,COMUNA 11,0,0,1,0,0,0,0
020100900,CABA,COMUNA 15,0,0,1,0,0,0,0
020101000,CABA,COMUNA 15,0,0,0,1,0,0,0
020101100,CABA,COMUNA 15,0,0,0,1,0,0,0
020101200,CABA,COMUNA 12,0,0,0,0,0,0,0
020101300,CABA,COMUNA 12,0,0,1,0,0,0,0
020101400,CABA,COMUNA 12,0,0,1,0,0,0,0
020101600,CABA,COMUNA 3,0,0,0,0,0,0,0
020101700,CABA,COMUNA 14,0,0,0,0,0,1,1
020101900,CABA,COMUNA 13,0,0,0,0,0,1,0
020102100,CABA,COMUNA 13,0,0,0,0,0,1,0
020102400,CABA,COMUNA 12,1,1,0,0,0,0,0
020102500,CABA,COMUNA 12,0,0,1,0,0,0,0
020102600,CABA,COMUNA 6,0,0,1,0,0,0,0
020102700,CABA,COMUNA 6,0,0,1,0,0,0,0
020102900,CABA,COMUNA 7,0,1,0,0,0,0,0
020103000,CABA,COMUNA 11,0,0,1,0,0,0,0
020103100,CABA,COMUNA 7,0,0,0,0,0,0,0
020103300,CABA,COMUNA 11,0,0,0,0,0,0,0
020103600,CABA,COMUNA 14,0,0,1,0,0,0,0
020103800,CABA,COMUNA 15,0,0,0,1,1,0,0
020103900,CABA,COMUNA 14,0,0,0,0,0,0,0
020104000,CABA,COMUNA 14,1,1,1,1,0,0,0
020104100,CABA,COMUNA 14,0,0,0,1,0,0,0
020104400,CABA,COMUNA 15,1,1,0,0,0,0,0
020104600,CABA,COMUNA 12,0,0,1,0,0,0,0
020104700,CABA,COMUNA 12,0,0,1,0,0,0,0
